,acumulado,dataApuracao,dataProximoConcurso,dezenasSorteadasOrdemSorteio,indicadorConcursoEspecial,listaDezenas,listaMunicipioUFGanhadores,listaRateioPremio,listaResultadoEquipeEsportiva,localSorteio,nomeMunicipioUFSorteio,numero,numeroConcursoAnterior,numeroConcursoFinal_0_5,numeroConcursoProximo,numeroJogo,observacao,premiacaoContingencia,tipoJogo,tipoPublicacao,ultimoConcurso,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso,valorSaldoReservaGarantidora,valorTotalPremioFaixaUm,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6
0,False,25/10/2014,29/10/2014,"['38', '54', '23', '12', '17', '53']",1,"['12', '17', '23', '38', '53', '54']","[{'ganhadores': 1, 'municipio': 'TOBIAS BARRETO', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'SE'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 61050152.43}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 259, 'valorPremio': 24371.32}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 20655, 'valorPremio': 436.57}]",,Caminhão da Sorte,"NOVA VENÉCIA, ES",1647,1646,1650,1648,2,,,MEGA_SENA,3,True,107816610.0,17734688.56,65849559.29,0.0,3000000.0,0.0,0.0,12,17,23,38,53,54
0,True,29/10/2014,01/11/2014,"['48', '18', '15', '22', '20', '16']",1,"['15', '16', '18', '20', '22', '48']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 98, 'valorPremio': 17711.66}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 5545, 'valorPremio': 447.18}]",,ESTÚDIO DE TV,"OSASCO, SP",1648,1647,1650,1649,2,,,MEGA_SENA,3,True,29647770.0,19744495.26,66306333.55,3197419.78,7000000.0,0.0,0.0,15,16,18,20,22,48
0,True,01/11/2014,05/11/2014,"['54', '33', '24', '44', '38', '42']",1,"['24', '33', '38', '42', '44', '54']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 99, 'valorPremio': 23864.71}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 7522, 'valorPremio': 448.7}]",,Caminhão da Sorte,"JUNDIAÍ, SP",1649,1648,1650,1650,2,,,MEGA_SENA,3,True,40355072.5,30029733.19,66928072.0,30029733.19,37000000.0,0.0,0.0,24,33,38,42,44,54
0,True,05/11/2014,08/11/2014,"['23', '57', '29', '17', '60', '38']",1,"['17', '23', '29', '38', '57', '60']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 133, 'valorPremio': 28160.94}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 10962, 'valorPremio': 488.1}]",,ESTÚDIO DE TV,"OSASCO, SP",1650,1649,1655,1651,2,,,MEGA_SENA,3,True,63974315.0,4336785.14,67913704.99,36929164.09,45000000.0,0.0,0.0,17,23,29,38,57,60
0,True,08/11/2014,12/11/2014,"['27', '44', '08', '35', '38', '41']",1,"['08', '27', '35', '38', '41', '44']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 145, 'valorPremio': 31866.3}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 12024, 'valorPremio': 548.97}]",,Caminhão da Sorte,"SOROCABA, SP",1651,1650,1655,1652,2,,,MEGA_SENA,3,True,78923522.5,9686969.17,69129655.92,45440820.51,55000000.0,0.0,0.0,08,27,35,38,41,44
0,True,12/11/2014,14/11/2014,"['44', '28', '24', '57', '07', '26']",1,"['07', '24', '26', '28', '44', '57']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 391, 'valorPremio': 14612.95}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 22215, 'valorPremio': 367.42}]",,Estúdio de TV,"OSASCO, SP",1652,1651,1655,1653,2,,,MEGA_SENA,3,True,97593625.0,16302789.63,70633251.5,55965989.43,67000000.0,0.0,0.0,07,24,26,28,44,57
0,True,14/11/2014,19/11/2014,"['45', '22', '27', '21', '01', '32']",1,"['01', '21', '22', '27', '32', '45']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 134, 'valorPremio': 39421.72}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 12071, 'valorPremio': 625.17}]",,Estúdio de TV,"OSASCO, SP",1653,1652,1655,1654,2,,,MEGA_SENA,3,True,90229207.5,22419380.11,72023385.71,65696928.82,80000000.0,0.0,0.0,01,21,22,27,32,45
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,False,22/11/2014,26/11/2014,"['56', '46', '07', '24', '28', '53']",1,"['07', '24', '28', '46', '53', '56']","[{'ganhadores': 1, 'municipio': 'CIANORTE', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'PR'}, {'ganhadores': 1, 'municipio': 'RIO DE JANEIRO', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'RJ'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 2, 'valorPremio': 67657559.48}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 704, 'valorPremio': 16384.73}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 39616, 'valorPremio': 415.95}]",,Caminhão da Sorte,"MACATUBA, SP",1655,1654,1660,1656,2,,,MEGA_SENA,3,True,197023822.5,13356141.22,77335223.56,0.0,2500000.0,0.0,0.0,07,24,28,46,53,56
0,True,26/11/2014,29/11/2014,"['06', '04', '43', '54', '56', '11']",1,"['04', '06', '11', '43', '54', '56']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 55, 'valorPremio': 34902.47}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 5037, 'valorPremio': 544.43}]",,Estúdio de TV,"OSASCO, SP",1656,1655,1660,1657,2,,,MEGA_SENA,3,True,32788810.0,15578877.38,77840390.89,3536171.17,7500000.0,0.0,0.0,04,06,11,43,54,56
0,False,29/11/2014,03/12/2014,"['10', '54', '37', '45', '14', '07']",1,"['07', '10', '14', '37', '45', '54']","[{'ganhadores': 1, 'municipio': 'BURITAMA', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'SP'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 8336476.39}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 170, 'valorPremio': 15328.71}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 9969, 'valorPremio': 373.42}]",,Caminhão da Sorte,"JAÚ, SP",1657,1656,1660,1658,2,,,MEGA_SENA,3,True,44510372.5,18596212.09,78526148.8,0.0,3000000.0,0.0,0.0,07,10,14,37,45,54
0,False,03/12/2014,06/12/2014,"['07', '40', '19', '49', '11', '23']",1,"['07', '11', '19', '23', '40', '49']","[{'ganhadores': 1, 'municipio': 'RIO DE JANEIRO', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'RJ'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 3748248.31}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 110, 'valorPremio': 18497.85}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 7011, 'valorPremio': 414.6}]",,ESTÚDIO DE TV.,"OSASCO, SP",1658,1657,1660,1659,2,,,MEGA_SENA,3,True,34755275.0,20952253.88,79061612.86,0.0,3000000.0,0.0,0.0,07,11,19,23,40,49
0,True,06/12/2014,10/12/2014,"['20', '33', '37', '49', '04', '10']",1,"['04', '10', '20', '33', '37', '49']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 95, 'valorPremio': 22938.69}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 6810, 'valorPremio': 457.13}]",,Caminhão da Sorte,"Barreirinhas, MA",1659,1658,1660,1660,2,,,MEGA_SENA,3,True,37221940.0,27489780.03,79635080.08,27489780.03,34000000.0,0.0,0.0,04,10,20,33,37,49
0,False,10/12/2014,13/12/2014,"['17', '38', '42', '51', '34', '08']",1,"['08', '17', '34', '38', '42', '51']","[{'ganhadores': 1, 'municipio': 'BARRA DO PIRAÍ', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'RJ'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 33639041.43}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 218, 'valorPremio': 15312.71}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 11526, 'valorPremio': 413.74}]",,Caminhão da Sorte,"Osasco, SP",1660,1659,1665,1661,2,,,MEGA_SENA,3,True,57018440.0,3865250.03,80513546.01,0.0,3000000.0,0.0,0.0,08,17,34,38,42,51
0,True,13/12/2014,17/12/2014,"['16', '48', '43', '27', '58', '13']",1,"['13', '16', '27', '43', '48', '58']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 70, 'valorPremio': 30074.43}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 6712, 'valorPremio': 448.06}]",,Caminhão da Sorte,"CRATEUS, CE",1661,1660,1665,1662,2,,,MEGA_SENA,3,True,35958550.0,6302861.2,81067548.55,3878017.77,8000000.0,0.0,0.0,13,16,27,43,48,58
0,False,17/12/2014,20/12/2014,"['57', '10', '25', '14', '33', '29']",1,"['10', '14', '25', '29', '33', '57']","[{'ganhadores': 1, 'municipio': 'BRASÍLIA', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'DF'}, {'ganhadores': 1, 'municipio': 'GUARANIAÇU', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'PR'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 2, 'valorPremio': 4077429.91}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 160, 'valorPremio': 14510.72}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 8641, 'valorPremio': 383.83}]",,ESTÚDIO DE TV,"OSASCO, SP",1662,1661,1665,1663,2,,,MEGA_SENA,3,True,39656610.0,8991161.9,81678526.0,0.0,3000000.0,0.0,0.0,10,14,25,29,33,57
0,True,20/12/2014,24/12/2014,"['20', '27', '49', '40', '55', '18']",1,"['18', '20', '27', '40', '49', '55']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 28, 'valorPremio': 73129.68}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 3524, 'valorPremio': 830.07}]",,Caminhão da sorte,"SÃO JOÃO DO PIAUÍ, PI",1663,1662,1665,1664,2,,,MEGA_SENA,3,True,34975062.5,11362102.97,82217376.25,3771951.7,8000000.0,0.0,0.0,18,20,27,40,49,55
0,False,24/12/2014,31/12/2014,"['48', '08', '21', '36', '23', '29']",1,"['08', '21', '23', '29', '36', '48']","[{'ganhadores': 1, 'municipio': 'RECIFE', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'PE'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 7993708.78}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 131, 'valorPremio': 17494.74}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 8211, 'valorPremio': 398.73}]",,Caminhão da Sorte,"Iguatu, CE",1664,1663,1665,1665,2,,,MEGA_SENA,3,True,39145840.0,96836263.26,0.0,0.0,240000000.0,0.0,0.0,08,21,23,29,36,48
0,False,31/12/2014,03/01/2015,"['20', '11', '16', '01', '56', '05']",1,"['01', '05', '11', '16', '20', '56']","[{'ganhadores': 1, 'municipio': 'BRASÍLIA', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'DF'}, {'ganhadores': 1, 'municipio': 'SANTA RITA DO TRIVELATO', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'MT'}, {'ganhadores': 2, 'municipio': 'SÃO PAULO', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'SP'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 4, 'valorPremio': 65823888.16}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 2581, 'valorPremio': 19764.32}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 168546, 'valorPremio': 432.36}]",,ESTÚDIO DE TV,"SÃO PAULO, SP",1665,1664,1670,1666,2,,,MEGA_SENA,3,True,871318160.0,0.0,0.0,0.0,3000000.0,0.0,0.0,01,05,11,16,20,56
0,True,03/01/2015,07/01/2015,"['51', '27', '01', '23', '45', '02']",1,"['01', '02', '23', '27', '45', '51']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 82, 'valorPremio': 15191.8}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 5042, 'valorPremio': 352.95}]",,CAMINHÃO DA SORTE,"POSSE, GO",1666,1665,1670,1667,2,,,MEGA_SENA,3,True,21277950.0,1442421.02,327822.98,2294760.72,5000000.0,0.0,0.0,01,02,23,27,45,51
0,False,07/01/2015,10/01/2015,"['51', '24', '56', '07', '12', '44']",1,"['07', '12', '24', '44', '51', '56']","[{'ganhadores': 1, 'municipio': 'VILA VELHA', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'ES'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 5862774.49}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 143, 'valorPremio': 13544.91}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 7934, 'valorPremio': 348.75}]",,ESTUDIO DE TV,"OSASCO, SP",1667,1666,1670,1668,2,,,MEGA_SENA,3,True,33084067.5,3685172.53,837539.25,0.0,3000000.0,0.0,0.0,07,12,24,44,51,56
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,True,14/01/2015,17/01/2015,"['29', '28', '31', '48', '45', '49']",1,"['28', '29', '31', '45', '48', '49']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 54, 'valorPremio': 39170.42}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 3941, 'valorPremio': 766.73}]",,Estúdio de TV,"Osasco, SP",1669,1668,1670,1670,2,,,MEGA_SENA,3,True,36129242.5,15671923.1,1889008.61,15671923.1,20000000.0,0.0,0.0,28,29,31,45,48,49
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,True,21/01/2015,24/01/2015,"['21', '31', '56', '55', '45', '27']",1,"['21', '27', '31', '45', '55', '56']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 71, 'valorPremio': 43701.29}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 5343, 'valorPremio': 829.6}]",,ESTÚDIO DE TV,"OSASCO, SP",1671,1670,1675,1672,2,,,MEGA_SENA,3,True,52997997.5,7000553.51,3480043.52,26809167.31,34000000.0,0.0,0.0,21,27,31,45,55,56
0,False,24/01/2015,28/01/2015,"['20', '10', '01', '05', '42', '03']",1,"['01', '03', '05', '10', '20', '42']","[{'ganhadores': 1, 'municipio': 'SOROCABA', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'SP'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 33471002.88}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 566, 'valorPremio': 6389.44}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 28440, 'valorPremio': 181.65}]",,Caminhão da Sorte,"GURUPI, TO",1672,1671,1675,1673,2,,,MEGA_SENA,3,True,61771235.0,11187993.0,4431734.33,0.0,3000000.0,0.0,0.0,01,03,05,10,20,42
0,True,28/01/2015,31/01/2015,"['35', '10', '47', '05', '24', '23']",1,"['05', '10', '23', '24', '35', '47']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 97, 'valorPremio': 17944.76}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 7613, 'valorPremio': 326.62}]",,ESTÚDIO DE TV,"OSASCO, SP",1673,1672,1675,1674,2,,,MEGA_SENA,3,True,29731450.0,13203472.34,4889797.83,3206444.4,7500000.0,0.0,0.0,05,10,23,24,35,47
0,True,31/01/2015,04/02/2015,"['42', '59', '30', '58', '50', '22']",1,"['22', '30', '42', '50', '58', '59']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 49, 'valorPremio': 47493.31}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 2994, 'valorPremio': 1110.39}]",,CAMINHÃO DA SORTE,"RIO DAS OSTRAS, RJ",1674,1673,1675,1675,2,,,MEGA_SENA,3,True,39749837.5,23391433.62,5502211.59,23391433.62,30000000.0,0.0,0.0,22,30,42,50,58,59
0,False,04/02/2015,07/02/2015,"['36', '03', '35', '56', '18', '34']",1,"['03', '18', '34', '35', '36', '56']","[{'ganhadores': 1, 'municipio': 'JUNDIAÍ', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'SP'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 29353109.38}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 139, 'valorPremio': 23283.01}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 10903, 'valorPremio': 424.04}]",,ESTÚDIO DE TV,"OSASCO, SP",1675,1674,1680,1676,2,,,MEGA_SENA,3,True,55279070.0,3747339.05,6353879.57,0.0,3000000.0,0.0,0.0,03,18,34,35,36,56
0,True,07/02/2015,11/02/2015,"['02', '01', '37', '51', '48', '11']",1,"['01', '02', '11', '37', '48', '51']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 46, 'valorPremio': 40843.61}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 4406, 'valorPremio': 609.17}]",,CAMINHÃO DA SORTE,"VALENÇA, BA",1676,1675,1680,1677,2,,,MEGA_SENA,3,True,32091407.5,5922798.66,6848302.23,3460958.48,7000000.0,0.0,0.0,01,02,11,37,48,51
0,False,11/02/2015,14/02/2015,"['52', '33', '15', '28', '51', '10']",1,"['10', '15', '28', '33', '51', '52']","[{'ganhadores': 1, 'municipio': 'PARÁ DE MINAS', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'MG'}, {'ganhadores': 1, 'municipio': 'SÃO PAULO', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'SP'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 2, 'valorPremio': 3678088.24}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 154, 'valorPremio': 13730.83}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 7597, 'valorPremio': 397.62}]",,Estúdio de TV,"OSASCO, SP",1677,1676,1680,1678,2,,,MEGA_SENA,3,True,36118037.5,8371221.4,7404761.96,0.0,3000000.0,0.0,0.0,10,15,28,33,51,52
0,True,14/02/2015,18/02/2015,"['35', '52', '17', '19', '09', '11']",1,"['09', '11', '17', '19', '35', '52']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 111, 'valorPremio': 16634.25}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 6955, 'valorPremio': 379.25}]",,Caminhão da Sorte,"PORTO SEGURO, BA",1678,1677,1680,1679,2,,,MEGA_SENA,3,True,31537917.5,10509160.21,7890657.16,3401266.3,6000000.0,0.0,0.0,09,11,17,19,35,52
0,False,18/02/2015,21/02/2015,"['28', '02', '01', '46', '27', '47']",1,"['01', '02', '27', '28', '46', '47']","[{'ganhadores': 1, 'municipio': 'Curitiba', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'PR'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 5548048.14}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 35, 'valorPremio': 33297.02}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 3289, 'valorPremio': 506.18}]",,Estúdio de TV,"OSASCO, SP",1679,1678,1680,1680,2,,,MEGA_SENA,3,True,19905830.0,11858565.94,8197340.29,0.0,15000000.0,0.0,0.0,01,02,27,28,46,47
0,False,21/02/2015,25/02/2015,"['37', '46', '47', '51', '23', '38']",1,"['23', '37', '38', '46', '47', '51']","[{'ganhadores': 1, 'municipio': 'PORTO ALEGRE', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'RS'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 16547485.01}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 298, 'valorPremio': 8541.66}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 5821, 'valorPremio': 624.68}]",,CAMINHÃO DA SORTE,"FLORES DA CUNHA, RS",1680,1679,1685,1681,2,,,MEGA_SENA,3,True,43477555.0,2947320.56,8867185.88,0.0,3000000.0,0.0,0.0,23,37,38,46,47,51
0,False,25/02/2015,28/02/2015,"['01', '33', '08', '11', '06', '50']",1,"['01', '06', '08', '11', '33', '50']","[{'ganhadores': 1, 'municipio': 'SÃO PAULO', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'SP'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 3031830.86}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 90, 'valorPremio': 18287.23}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 6663, 'valorPremio': 352.87}]",,Estúdio de TV,"OSASCO, SP",1681,1680,1685,1682,2,,,MEGA_SENA,3,True,28112362.5,4853042.81,9300304.58,0.0,3000000.0,0.0,0.0,01,06,08,11,33,50
0,True,28/02/2015,04/03/2015,"['13', '39', '51', '37', '35', '07']",1,"['07', '13', '35', '37', '39', '51']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 201, 'valorPremio': 8894.93}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 8761, 'valorPremio': 291.53}]",,Caminhão da Sorte,"IBIRUBÁ, RS",1682,1681,1685,1683,2,,,MEGA_SENA,3,True,30538312.5,6923218.92,9770799.18,3293462.01,7000000.0,0.0,0.0,07,13,35,37,39,51
0,False,04/03/2015,07/03/2015,"['48', '04', '12', '34', '32', '33']",1,"['04', '12', '32', '33', '34', '48']","[{'ganhadores': 1, 'municipio': 'SANTO ANDRÉ', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'SP'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 7199799.02}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 80, 'valorPremio': 26507.29}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 6925, 'valorPremio': 437.45}]",,Estúdio de TV,"OSASCO, SP",1683,1682,1685,1684,2,,,MEGA_SENA,3,True,36221137.5,9378630.76,10328847.34,0.0,3000000.0,0.0,0.0,04,12,32,33,34,48
0,True,07/03/2015,11/03/2015,"['09', '12', '31', '50', '18', '39']",1,"['09', '12', '18', '31', '39', '50']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 49, 'valorPremio': 38803.85}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 4143, 'valorPremio': 655.62}]",,Caminhão da Sorte,"CANELINHA, SC",1684,1683,1685,1685,2,,,MEGA_SENA,3,True,32477135.0,15082796.62,10829212.77,15082796.62,20000000.0,0.0,0.0,09,12,18,31,39,50
